BILL,REPRESENTATIVE,PARTY,VOTE,DATE,BILL_NAME,COMMITTEE,STATE
5746,Timmons,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,SC
5746,Titus,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,NV
5746,Tlaib,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,MI
5746,Tonko,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,NY
5746,Torres (CA),Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,CA
5746,Torres (NY),Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,NY
5746,Trahan,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,MA
5746,Trone,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,MD
5746,Turner,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,OH
5746,Underwood,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,IL
5746,Upton,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,MI
5746,Valadao,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,CA
5746,Van Drew,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,NJ
5746,Van Duyne,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,TX
5746,Vargas,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,CA
5746,Veasey,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,TX
5746,Vela,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,TX
5746,Velázquez,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,NY
5746,Wagner,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,MO
5746,Walberg,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,MI
5746,Walorski,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,IN
5746,Waltz,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,FL
5746,Wasserman Schultz,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,FL
5746,Waters,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,CA
5746,Watson Coleman,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,NJ
5746,Weber (TX),Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,TX
5746,Webster (FL),Republican,NOT VOTING,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,FL
5746,Welch,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,VT
5746,Wenstrup,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,OH
5746,Westerman,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,AR
5746,Wexton,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,VA
5746,Wild,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,PA
5746,Williams (GA),Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,GA
5746,Williams (TX),Republican,NOT VOTING,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,TX
5746,Wilson (FL),Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,FL
5746,Wilson (SC),Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,SC
5746,Wittman,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,VA
5746,Womack,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,AR
5746,Yarmuth,Democratic,YEA,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,KY
5746,Young,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,AK
5746,Zeldin,Republican,NAY,2022-01-13,Freedom to Vote: John R. Lewis Act,Oversight and Reform,NY
7780,Adams,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NC
7780,Aderholt,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AL
7780,Aguilar,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Allen,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Allred,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Amodei,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NV
7780,Armstrong,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,ND
7780,Arrington,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Auchincloss,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MA
7780,Axne,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IA
7780,Babin,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Bacon,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NE
7780,Baird,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IN
7780,Balderson,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Banks,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IN
7780,Barr,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,KY
7780,Barragán,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Bass,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Beatty,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Bentz,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OR
7780,Bera,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Bergman,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MI
7780,Beyer,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,VA
7780,Bice (OK),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OK
7780,Biggs,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AZ
7780,Bilirakis,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Bishop (GA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Bishop (NC),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NC
7780,Blumenauer,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,OR
7780,Blunt Rochester,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,DE
7780,Boebert,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,CO
7780,Bonamici,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,OR
7780,Bost,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Bourdeaux,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Bowman,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,"Boyle, Brendan F.",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Brady,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Brooks,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AL
7780,Brown (MD),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MD
7780,Brown (OH),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Brownley,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Buchanan,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Buck,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,CO
7780,Bucshon,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IN
7780,Budd,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NC
7780,Burchett,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,Burgess,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Bush,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MO
7780,Bustos,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Butterfield,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NC
7780,Calvert,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Cammack,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Carbajal,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Carey,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Carl,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AL
7780,Carson,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IN
7780,Carter (GA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Carter (LA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,LA
7780,Carter (TX),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Cartwright,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Case,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,HI
7780,Casten,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Castor (FL),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Castro (TX),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Cawthorn,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NC
7780,Chabot,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Cheney,Republican,NOT VOTING,2022-09-29,Mental Health Matters Act,Education and Labor,WY
7780,Cherfilus-McCormick,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Chu,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Cicilline,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,RI
7780,Clark (MA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MA
7780,Clarke (NY),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Cleaver,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MO
7780,Cline,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,VA
7780,Cloud,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Clyburn,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,SC
7780,Clyde,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Cohen,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,Cole,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OK
7780,Comer,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,KY
7780,Connolly,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,VA
7780,Conway,Republican,NOT VOTING,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Cooper,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,Correa,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Costa,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Courtney,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CT
7780,Craig,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MN
7780,Crawford,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AR
7780,Crenshaw,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Crow,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CO
7780,Cuellar,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Curtis,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,UT
7780,Cárdenas,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Davids (KS),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,KS
7780,Davidson,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,"Davis, Danny K.",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,"Davis, Rodney",Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,DeFazio,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,OR
7780,DeGette,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CO
7780,DeLauro,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CT
7780,DeSaulnier,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Dean,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,DelBene,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,WA
7780,Demings,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,DesJarlais,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,Deutch,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Diaz-Balart,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Dingell,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MI
7780,Doggett,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Donalds,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,"Doyle, Michael F.",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Duncan,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,SC
7780,Dunn,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Ellzey,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Emmer,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MN
7780,Escobar,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Eshoo,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Espaillat,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Estes,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,KS
7780,Evans,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Fallon,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Feenstra,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IA
7780,Ferguson,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Finstad,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MN
7780,Fischbach,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MN
7780,Fitzgerald,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,WI
7780,Fitzpatrick,Republican,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Fleischmann,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,Fletcher,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Flood,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NE
7780,Flores,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Foster,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Foxx,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NC
7780,"Frankel, Lois",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,"Franklin, C. Scott",Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Fulcher,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,ID
7780,Gaetz,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Gallagher,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,WI
7780,Gallego,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,AZ
7780,Garamendi,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Garbarino,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Garcia (CA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Garcia (TX),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,García (IL),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Gibbs,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Gimenez,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Gohmert,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Golden,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,ME
7780,Gomez,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,"Gonzales, Tony",Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Gonzalez (OH),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,"Gonzalez, Vicente",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Good (VA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,VA
7780,Gooden (TX),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Gosar,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AZ
7780,Gottheimer,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NJ
7780,Granger,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Graves (LA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,LA
7780,Graves (MO),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MO
7780,Green (TN),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,"Green, Al (TX)",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Greene (GA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Griffith,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,VA
7780,Grijalva,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,AZ
7780,Grothman,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,WI
7780,Guest,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MS
7780,Guthrie,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,KY
7780,Harder (CA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Harris,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MD
7780,Harshbarger,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,Hartzler,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MO
7780,Hayes,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CT
7780,Hern,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OK
7780,Herrell,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NM
7780,Herrera Beutler,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,WA
7780,Hice (GA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Higgins (LA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,LA
7780,Higgins (NY),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Hill,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AR
7780,Himes,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CT
7780,Hinson,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IA
7780,Hollingsworth,Republican,NOT VOTING,2022-09-29,Mental Health Matters Act,Education and Labor,IN
7780,Horsford,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NV
7780,Houlahan,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Hoyer,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MD
7780,Hudson,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NC
7780,Huffman,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Huizenga,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MI
7780,Issa,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Jackson,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Jackson Lee,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Jacobs (CA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Jacobs (NY),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Jayapal,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,WA
7780,Jeffries,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Johnson (GA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Johnson (LA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,LA
7780,Johnson (OH),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Johnson (SD),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,SD
7780,Johnson (TX),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,TX
7780,Jones,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Jordan,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Joyce (OH),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Joyce (PA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Kahele,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,HI
7780,Kaptur,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Katko,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Keating,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MA
7780,Keller,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Kelly (IL),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Kelly (MS),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MS
7780,Kelly (PA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Khanna,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Kildee,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MI
7780,Kilmer,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,WA
7780,Kim (CA),Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Kim (NJ),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NJ
7780,Kind,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,WI
7780,Kinzinger,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Kirkpatrick,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,AZ
7780,Krishnamoorthi,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,Kuster,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NH
7780,Kustoff,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,TN
7780,LaHood,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,IL
7780,LaMalfa,Republican,NOT VOTING,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,LaTurner,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,KS
7780,Lamb,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,PA
7780,Lamborn,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,CO
7780,Langevin,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,RI
7780,Larsen (WA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,WA
7780,Larson (CT),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CT
7780,Latta,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OH
7780,Lawrence,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MI
7780,Lawson (FL),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,FL
7780,Lee (CA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Lee (NV),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NV
7780,Leger Fernandez,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NM
7780,Lesko,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,AZ
7780,Letlow,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,LA
7780,Levin (CA),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Levin (MI),Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MI
7780,Lieu,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Lofgren,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Long,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MO
7780,Loudermilk,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,GA
7780,Lowenthal,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,CA
7780,Lucas,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,OK
7780,Luetkemeyer,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,MO
7780,Luria,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,VA
7780,Lynch,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,MA
7780,Mace,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,SC
7780,Malinowski,Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NJ
7780,Malliotakis,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,"Maloney, Carolyn B.",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,"Maloney, Sean",Democratic,YEA,2022-09-29,Mental Health Matters Act,Education and Labor,NY
7780,Mann,Republican,NAY,2022-09-29,Mental Health Matters Act,Education and Labor,KS
